#                                                                                                                                                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                                                                        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                                                                ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ursus_arctos____carnivora_XP_026372344.1_zinc_finger_protein_69_homolog_isoform_X1_[Ursus_arctos_horribilis]                                         -          test1                -            1.3e-86  293.3  55.8   1.7e-55  190.5  33.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335814.1_zinc_finger_protein_2_isoform_X1_[Ursus_arctos_horribilis]                                                  -          test1                -              2e-86  292.6  33.7   2.7e-86  292.2  33.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026335822.1_zinc_finger_protein_2_isoform_X1_[Ursus_arctos_horribilis]                                                  -          test1                -              2e-86  292.6  33.7   2.7e-86  292.2  33.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026335830.1_zinc_finger_protein_2_isoform_X1_[Ursus_arctos_horribilis]                                                  -          test1                -              2e-86  292.6  33.7   2.7e-86  292.2  33.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026335836.1_zinc_finger_protein_2_isoform_X1_[Ursus_arctos_horribilis]                                                  -          test1                -              2e-86  292.6  33.7   2.7e-86  292.2  33.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026335839.1_zinc_finger_protein_2_isoform_X1_[Ursus_arctos_horribilis]                                                  -          test1                -              2e-86  292.6  33.7   2.7e-86  292.2  33.7   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026344634.1_zinc_finger_protein_517_isoform_X9_[Ursus_arctos_horribilis]                                                -          test1                -            3.6e-86  291.8  57.3   3.5e-50  173.0  36.4   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344633.1_zinc_finger_protein_517_isoform_X8_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-86  291.7  57.3   3.6e-50  173.0  36.4   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344632.1_zinc_finger_protein_517_isoform_X7_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-86  291.7  57.3   9.4e-51  174.9  36.4   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344626.1_zinc_finger_protein_517_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            4.8e-86  291.4  57.3     4e-50  172.8  36.3   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344631.1_zinc_finger_protein_517_isoform_X6_[Ursus_arctos_horribilis]                                                -          test1                -            5.6e-86  291.2  57.5   1.9e-50  173.9  36.1   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344627.1_zinc_finger_protein_517_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            5.6e-86  291.2  57.4   4.5e-50  172.6  36.5   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344628.1_zinc_finger_protein_517_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            5.7e-86  291.2  57.4   4.5e-50  172.6  36.5   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344629.1_zinc_finger_protein_517_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            5.7e-86  291.2  57.4   4.5e-50  172.6  36.5   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344630.1_zinc_finger_protein_517_isoform_X5_[Ursus_arctos_horribilis]                                                -          test1                -            5.7e-86  291.1  57.5   1.9e-50  173.8  36.1   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344622.1_zinc_finger_protein_517_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            6.4e-86  291.0  57.3   4.6e-50  172.6  36.3   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344623.1_zinc_finger_protein_517_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            6.4e-86  291.0  57.3   4.6e-50  172.6  36.3   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344624.1_zinc_finger_protein_517_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            6.4e-86  291.0  57.3   4.6e-50  172.6  36.3   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344625.1_zinc_finger_protein_517_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            6.4e-86  291.0  57.3   4.6e-50  172.6  36.3   2.7   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344024.1_zinc_finger_protein_350_[Ursus_arctos_horribilis]                                                           -          test1                -            4.1e-85  288.3  42.0   2.8e-45  156.8  15.5   3.0   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026345847.1_zinc_finger_protein_420-like_[Ursus_arctos_horribilis]                                                      -          test1                -            5.4e-85  287.9  60.0   3.9e-42  146.4  21.8   3.4   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337103.1_zinc_finger_protein_358_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            1.1e-84  286.9  54.8   1.6e-49  170.8  24.7   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337100.1_zinc_finger_protein_358_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            1.1e-84  286.9  54.7   1.5e-49  170.9  24.6   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337101.1_zinc_finger_protein_358_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            1.1e-84  286.9  54.7   1.5e-49  170.9  24.6   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026358724.1_zinc_finger_protein_334_[Ursus_arctos_horribilis]                                                           -          test1                -            1.6e-84  286.4  74.4   4.8e-58  198.9  31.0   3.5   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026370503.1_zinc_finger_protein_664_[Ursus_arctos_horribilis]                                                           -          test1                -            3.1e-84  285.4  47.5     9e-84  283.9  47.5   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026370504.1_zinc_finger_protein_664_[Ursus_arctos_horribilis]                                                           -          test1                -            3.1e-84  285.4  47.5     9e-84  283.9  47.5   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026370505.1_zinc_finger_protein_664_[Ursus_arctos_horribilis]                                                           -          test1                -            3.1e-84  285.4  47.5     9e-84  283.9  47.5   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026370506.1_zinc_finger_protein_664_[Ursus_arctos_horribilis]                                                           -          test1                -            3.1e-84  285.4  47.5     9e-84  283.9  47.5   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026344948.1_zinc_finger_protein_92_homolog_[Ursus_arctos_horribilis]                                                    -          test1                -            3.3e-84  285.3  46.6   5.4e-36  126.2   9.5   3.0   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026371306.1_zinc_finger_and_BTB_domain-containing_protein_17-like_[Ursus_arctos_horribilis]                             -          test1                -            1.8e-83  282.9  58.9   3.3e-54  186.3  28.6   3.2   2   1   1   3   3   3   3 -
Ursus_arctos____carnivora_XP_026351025.1_zinc_finger_protein_1_homolog_isoform_X3_[Ursus_arctos_horribilis]                                          -          test1                -            2.7e-82  279.0  29.3   5.3e-82  278.0  29.3   1.4   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026351022.1_zinc_finger_protein_1_homolog_isoform_X1_[Ursus_arctos_horribilis]                                          -          test1                -            3.2e-82  278.8  29.3   6.2e-82  277.8  29.3   1.4   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026351023.1_zinc_finger_protein_1_homolog_isoform_X2_[Ursus_arctos_horribilis]                                          -          test1                -            3.2e-82  278.8  29.3   7.8e-82  277.5  29.6   1.4   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026351024.1_zinc_finger_protein_1_homolog_isoform_X2_[Ursus_arctos_horribilis]                                          -          test1                -            3.2e-82  278.8  29.3   7.8e-82  277.5  29.6   1.4   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026347029.1_zinc_finger_protein_677-like_[Ursus_arctos_horribilis]                                                      -          test1                -            1.2e-81  276.9  37.9   1.2e-81  276.9  37.9   2.6   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026347030.1_zinc_finger_protein_677-like_[Ursus_arctos_horribilis]                                                      -          test1                -            1.2e-81  276.9  37.9   1.2e-81  276.9  37.9   2.6   1   1   1   2   2   1   1 -
Ursus_arctos____carnivora_XP_026352569.1_zinc_finger_protein_620_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            2.9e-79  269.0  48.1   6.3e-46  158.9  23.2   2.4   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345201.1_zinc_finger_protein_837_[Ursus_arctos_horribilis]                                                           -          test1                -            3.1e-79  268.9  66.1     3e-60  206.2  27.6   3.3   2   1   0   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352622.1_zinc_finger_protein_662_isoform_X8_[Ursus_arctos_horribilis]                                                -          test1                -              5e-79  268.2  40.1   7.3e-44  152.1  19.4   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352568.1_zinc_finger_protein_620_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            5.5e-79  268.1  47.7   6.7e-46  158.8  22.9   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352621.1_zinc_finger_protein_662_isoform_X7_[Ursus_arctos_horribilis]                                                -          test1                -            5.6e-79  268.1  40.1   5.5e-43  149.2  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352567.1_zinc_finger_protein_620_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            5.7e-79  268.0  47.6   5.1e-46  159.2  22.6   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352620.1_zinc_finger_protein_662_isoform_X6_[Ursus_arctos_horribilis]                                                -          test1                -            6.3e-79  267.9  40.1   5.8e-43  149.2  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352619.1_zinc_finger_protein_662_isoform_X5_[Ursus_arctos_horribilis]                                                -          test1                -            6.8e-79  267.8  40.1   6.1e-43  149.1  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026334927.1_zinc_finger_protein_775_[Ursus_arctos_horribilis]                                                           -          test1                -            7.5e-79  267.6  60.0   3.6e-26   93.7  16.3   3.1   3   0   0   3   3   3   3 -
Ursus_arctos____carnivora_XP_026352617.1_zinc_finger_protein_662_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            7.8e-79  267.6  40.1   6.6e-43  149.0  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352616.1_zinc_finger_protein_662_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            8.2e-79  267.5  40.1   6.7e-43  148.9  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352615.1_zinc_finger_protein_662_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            9.8e-79  267.3  40.1   7.4e-43  148.8  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026352614.1_zinc_finger_protein_662_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -            9.8e-79  267.3  40.1   7.4e-43  148.8  18.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337113.1_zinc_finger_protein_177-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -            1.1e-78  267.1  57.8   8.4e-59  201.4  27.3   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026345218.1_zinc_finger_and_SCAN_domain-containing_protein_22_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            1.2e-78  266.9  39.6   1.9e-45  157.3  15.3   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345219.1_zinc_finger_and_SCAN_domain-containing_protein_22_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            1.2e-78  266.9  39.6   1.9e-45  157.3  15.3   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345220.1_zinc_finger_and_SCAN_domain-containing_protein_22_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            1.2e-78  266.9  39.6   1.9e-45  157.3  15.3   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345221.1_zinc_finger_and_SCAN_domain-containing_protein_22_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            1.2e-78  266.9  39.6   1.9e-45  157.3  15.3   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345222.1_zinc_finger_and_SCAN_domain-containing_protein_22_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            1.2e-78  266.9  39.6   1.9e-45  157.3  15.3   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026337111.1_zinc_finger_protein_177-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -            1.6e-78  266.5  57.9   9.5e-59  201.3  27.3   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026337112.1_zinc_finger_protein_177-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -            1.6e-78  266.5  57.9   9.5e-59  201.3  27.3   3.1   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026335902.1_zinc_finger_protein_514_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -              2e-78  266.2  46.4     6e-44  152.4  17.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335890.1_zinc_finger_protein_514_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            2.2e-78  266.1  46.4   6.1e-44  152.4  17.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335895.1_zinc_finger_protein_514_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            2.2e-78  266.1  46.4   6.1e-44  152.4  17.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335886.1_zinc_finger_protein_514_isoform_X1_[Ursus_arctos_horribilis]                                                -          test1                -              4e-78  265.2  46.3   7.9e-44  152.0  17.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026346738.1_zinc_finger_protein_382-like_[Ursus_arctos_horribilis]                                                      -          test1                -            4.5e-78  265.1  47.8   1.3e-43  151.3  20.2   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345163.1_zinc_finger_protein_550_[Ursus_arctos_horribilis]                                                           -          test1                -            7.3e-78  264.4  34.3   2.4e-41  143.8  17.2   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026344020.1_zinc_finger_protein_577_[Ursus_arctos_horribilis]                                                           -          test1                -            1.2e-77  263.6  45.1   1.2e-77  263.6  45.1   1.6   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026341361.1_zinc_finger_protein_205_[Ursus_arctos_horribilis]                                                           -          test1                -            2.7e-77  262.5  36.6   3.9e-77  262.0  36.6   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026341362.1_zinc_finger_protein_205_[Ursus_arctos_horribilis]                                                           -          test1                -            2.7e-77  262.5  36.6   3.9e-77  262.0  36.6   1.2   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026345217.1_zinc_finger_protein_211-like_isoform_X3_[Ursus_arctos_horribilis]                                           -          test1                -            2.3e-76  259.4  61.2   3.5e-71  242.3  47.0   2.2   1   1   0   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345216.1_zinc_finger_protein_211-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -            3.2e-76  259.0  61.3   4.1e-71  242.1  46.8   2.3   1   1   0   2   2   2   2 -
Ursus_arctos____carnivora_XP_026355043.1_PR_domain_zinc_finger_protein_5_isoform_X2_[Ursus_arctos_horribilis]                                        -          test1                -            5.7e-76  258.1  80.0   2.6e-39  137.1  23.7   3.2   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026355042.1_PR_domain_zinc_finger_protein_5_isoform_X1_[Ursus_arctos_horribilis]                                        -          test1                -            7.1e-76  257.8  80.0   2.8e-39  137.0  23.7   3.2   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026339566.1_zinc_finger_protein_239-like_[Ursus_arctos_horribilis]                                                      -          test1                -              9e-76  257.5  29.9   1.9e-38  134.3   8.1   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372337.1_zinc_finger_protein_684_[Ursus_arctos_horribilis]                                                           -          test1                -            1.1e-75  257.2  36.3   1.4e-39  138.0  18.1   2.6   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372338.1_zinc_finger_protein_684_[Ursus_arctos_horribilis]                                                           -          test1                -            1.1e-75  257.2  36.3   1.4e-39  138.0  18.1   2.6   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372339.1_zinc_finger_protein_684_[Ursus_arctos_horribilis]                                                           -          test1                -            1.1e-75  257.2  36.3   1.4e-39  138.0  18.1   2.6   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372340.1_zinc_finger_protein_684_[Ursus_arctos_horribilis]                                                           -          test1                -            1.1e-75  257.2  36.3   1.4e-39  138.0  18.1   2.6   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372341.1_zinc_finger_protein_684_[Ursus_arctos_horribilis]                                                           -          test1                -            1.1e-75  257.2  36.3   1.4e-39  138.0  18.1   2.6   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345328.1_zinc_finger_and_SCAN_domain-containing_protein_26-like_[Ursus_arctos_horribilis]                            -          test1                -            2.4e-75  256.1  57.7   2.7e-58  199.8  36.3   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026345330.1_zinc_finger_and_SCAN_domain-containing_protein_26-like_[Ursus_arctos_horribilis]                            -          test1                -            2.4e-75  256.1  57.7   2.7e-58  199.8  36.3   2.2   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026366583.1_zinc_finger_protein_630-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -            1.1e-74  253.9  40.1   8.8e-74  250.9  40.1   1.9   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026366584.1_zinc_finger_protein_630-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -            1.1e-74  253.9  40.1   8.8e-74  250.9  40.1   1.9   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026366585.1_zinc_finger_protein_630-like_isoform_X2_[Ursus_arctos_horribilis]                                           -          test1                -            1.1e-74  253.9  40.1   8.8e-74  250.9  40.1   1.9   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026366581.1_zinc_finger_protein_182-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -            1.6e-74  253.3  40.1   1.1e-73  250.5  40.3   1.9   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026366582.1_zinc_finger_protein_182-like_isoform_X1_[Ursus_arctos_horribilis]                                           -          test1                -            1.6e-74  253.3  40.1   1.1e-73  250.5  40.3   1.9   1   1   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026334899.1_zinc_finger_protein_777_[Ursus_arctos_horribilis]                                                           -          test1                -            4.7e-74  251.8  61.7   4.2e-62  212.4  42.3   2.5   2   1   1   3   3   2   2 -
Ursus_arctos____carnivora_XP_026367774.1_zinc_finger_protein_408_[Ursus_arctos_horribilis]                                                           -          test1                -            3.8e-72  245.5  34.5   4.9e-72  245.1  34.5   1.1   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026372013.1_zinc_finger_protein_789_isoform_X3_[Ursus_arctos_horribilis]                                                -          test1                -            1.1e-71  243.9  59.8   2.1e-41  144.0  24.9   3.0   2   1   2   4   4   3   3 -
Ursus_arctos____carnivora_XP_026375732.1_telomere_zinc_finger-associated_protein_isoform_X2_[Ursus_arctos_horribilis]                                -          test1                -            1.4e-71  243.7  76.6   1.6e-48  167.5  45.0   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026343278.1_GDNF-inducible_zinc_finger_protein_1_isoform_X1_[Ursus_arctos_horribilis]                                   -          test1                -            1.5e-71  243.5  56.4   1.3e-61  210.7  50.3   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371966.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -              2e-71  243.1  27.3     3e-71  242.6  27.3   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371967.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -              2e-71  243.1  27.3     3e-71  242.6  27.3   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371968.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -              2e-71  243.1  27.3     3e-71  242.6  27.3   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371969.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -              2e-71  243.1  27.3     3e-71  242.6  27.3   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026375730.1_telomere_zinc_finger-associated_protein_isoform_X1_[Ursus_arctos_horribilis]                                -          test1                -            2.2e-71  243.0  76.0     2e-48  167.2  44.5   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026375731.1_telomere_zinc_finger-associated_protein_isoform_X1_[Ursus_arctos_horribilis]                                -          test1                -            2.2e-71  243.0  76.0     2e-48  167.2  44.5   2.8   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371957.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371959.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371960.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371961.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371962.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371963.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026371965.1_zinc_finger_and_SCAN_domain-containing_protein_21_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            2.7e-71  242.7  27.0   4.1e-71  242.1  27.0   1.3   1   0   0   1   1   1   1 -
Ursus_arctos____carnivora_XP_026335909.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335917.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335924.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335931.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335934.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335939.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026335941.1_zinc_finger_protein_514_isoform_X4_[Ursus_arctos_horribilis]                                                -          test1                -            3.8e-71  242.2  41.9   1.5e-36  128.0  21.1   2.0   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371986.1_zinc_finger_and_SCAN_domain-containing_protein_25_isoform_X4_[Ursus_arctos_horribilis]                      -          test1                -            3.8e-70  238.9  48.2   4.6e-36  126.4  21.4   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026372012.1_zinc_finger_protein_789_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            4.8e-70  238.6  60.6   7.7e-40  138.9  25.6   2.8   1   1   2   3   3   3   3 -
Ursus_arctos____carnivora_XP_026351969.1_zinc_finger_protein_396_isoform_X2_[Ursus_arctos_horribilis]                                                -          test1                -            6.9e-70  238.1  42.5   1.8e-44  154.2  14.9   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371984.1_zinc_finger_and_SCAN_domain-containing_protein_25_isoform_X2_[Ursus_arctos_horribilis]                      -          test1                -            8.6e-70  237.7  45.7   4.9e-36  126.3  18.7   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026343279.1_GDNF-inducible_zinc_finger_protein_1_isoform_X2_[Ursus_arctos_horribilis]                                   -          test1                -            9.2e-70  237.6  56.9   1.2e-61  210.8  50.6   2.3   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371979.1_zinc_finger_and_SCAN_domain-containing_protein_25_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            4.3e-69  235.4  46.1   9.8e-36  125.3  18.8   2.1   1   1   1   2   2   2   2 -
Ursus_arctos____carnivora_XP_026371980.1_zinc_finger_and_SCAN_domain-containing_protein_25_isoform_X1_[Ursus_arctos_horribilis]                      -          test1                -            4.3e-69  235.4  46.1   9.8e-36  125.3  18.8   2.1   1   1   1   2   2   2   2 -
